author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price_per_month;commissions;district;street;house_number;underground
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295818023/;Санкт-Петербург;rent;flat;1;4;1;14.0;1642;23000;0;Адмиралтейский;Садовая ;101;Балтийская
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/rent/flat/295727467/;Санкт-Петербург;rent;flat;5;5;1;32.0;718;23000;0;Московский; Костюшко;13К1;Московская
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295713941/;Санкт-Петербург;rent;flat;10;14;1;34.0;794;27000;0;Приморский;Планерная ;87к1;Комендантский проспект
Витольд Матусевич;realtor;https://spb.cian.ru/rent/flat/295706308/;Санкт-Петербург;rent;flat;2;10;1;34.0;676;23000;0;Калининский;проспект Культуры;29К1;Гражданский проспект
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295544625/;Санкт-Петербург;rent;flat;15;26;1;29.0;862;25000;0;Выборгский; Николая Рубцова;3;Парнас
Борис Ершов;realtor;https://spb.cian.ru/rent/flat/295467483/;Санкт-Петербург;rent;flat;3;24;1;35.0;685;24000;0;Приморский; Плесецкая;10с1;Комендантский проспект
Сити-Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295360391/;Санкт-Петербург;rent;flat;16;18;1;40.0;675;27000;0;Калининский;проспект Культуры;25к4;Гражданский проспект
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/293622998/;Санкт-Петербург;rent;flat;2;5;2;47.0;574;27000;0;Калининский;Гражданский проспект;105К3;Гражданский проспект
Максим Аксенов;realtor;https://spb.cian.ru/rent/flat/282875615/;Санкт-Петербург;rent;flat;5;20;1;24.0;1125;27000;0;Выборгский;проезд Толубеевский;8к2;Парнас
ID 7181212;realtor;https://spb.cian.ru/rent/flat/295675587/;Санкт-Петербург;rent;flat;2;5;3;41.6;528;22000;0;Кировский;Ленинский проспект;119К2;Ленинский проспект
Виталий Хацкевич;realtor;https://spb.cian.ru/rent/flat/295640505/;Санкт-Петербург;rent;flat;5;12;1;38.0;710;27000;0;Невский;Караваевская ;26К1;Рыбацкое
Надежда Бабушкина;realtor;https://spb.cian.ru/rent/flat/294194389/;Санкт-Петербург;rent;flat;22;26;1;26.0;961;25000;0;Приморский; Верхне-Каменская;11к1;Комендантский проспект
Наталья Никитина;realtor;https://spb.cian.ru/rent/flat/295758356/;Санкт-Петербург;rent;flat;18;19;1;32.0;687;22000;0;Невский; Русановская;18к1;Ломоносовская
Юлия Домникова;realtor;https://spb.cian.ru/rent/flat/295757305/;Санкт-Петербург;rent;flat;5;12;1;25.0;1000;25000;0;Красносельский; Летчика Лихолетова;14к4;Проспект Ветеранов
Ангелина Колесникова;realtor;https://spb.cian.ru/rent/flat/295735402/;Санкт-Петербург;rent;flat;18;19;1;34.1;791;27000;0;Красносельский; Адмирала Трибуца;5;Проспект Ветеранов
Наталья Толмачева;realtor;https://spb.cian.ru/rent/flat/283202069/;Санкт-Петербург;rent;flat;4;12;1;37.0;648;24000;0;Курортный;набережная Строителей;6;Беговая
Наталья Шапошникова;realtor;https://spb.cian.ru/rent/flat/282681929/;Санкт-Петербург;rent;flat;25;25;1;25.0;960;24000;0;Приморский;аллея Арцеуловская;21;
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295753552/;Санкт-Петербург;rent;flat;15;20;1;25.0;1000;25000;0;Красносельский; Катерников;7;
ТРИАДА;real_estate_agent;https://spb.cian.ru/rent/flat/258422909/;Санкт-Петербург;rent;flat;13;21;1;35.0;714;25000;0;Красносельский; Маршала Казакова;70к1с1;Ленинский проспект
Ольга Гаврилюк;realtor;https://spb.cian.ru/rent/flat/295654563/;Санкт-Петербург;rent;flat;20;25;1;20.6;1213;25000;0;Приморский; Плесецкая;10;Комендантский проспект
Адмирал;real_estate_agent;https://spb.cian.ru/rent/flat/295795601/;Санкт-Петербург;rent;flat;13;18;1;29.0;862;25000;0;Калининский; Руставели;60;Гражданский проспект
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/274590858/;Санкт-Петербург;rent;flat;3;5;1;32.0;781;25000;0;Красногвардейский; Казанская;10;Новочеркасская
Юлия Володина;realtor;https://spb.cian.ru/rent/flat/233157332/;Санкт-Петербург;rent;flat;8;19;1;25.0;1000;25000;0;Василеостровский; Вадима Шефнера;12к1;Приморская
Андрей Трифанков;realtor;https://spb.cian.ru/rent/flat/295846867/;Санкт-Петербург;rent;flat;8;13;1;24.0;1041;25000;0;Приморский;Планерная ;97к1;Комендантский проспект
Андрей Трифанков;realtor;https://spb.cian.ru/rent/flat/295846636/;Санкт-Петербург;rent;flat;5;13;1;24.0;1041;25000;0;Приморский;Планерная ;97к2;Комендантский проспект
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295436990/;Санкт-Петербург;rent;flat;7;9;1;35.0;714;25000;0;Калининский; Карпинского;34К2;
Михаил Морозан;realtor;https://spb.cian.ru/rent/flat/294967166/;Санкт-Петербург;rent;flat;1;5;2;44.0;590;26000;0;Калининский; Черкасова;21;Гражданский проспект
Районный Агент;real_estate_agent;https://spb.cian.ru/rent/flat/295528860/;Санкт-Петербург;rent;flat;2;19;1;25.0;1120;28000;0;Василеостровский; Вадима Шефнера;14к1;Приморская
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295684244/;Санкт-Петербург;rent;flat;3;9;1;31.0;806;25000;0;Калининский;Учительская ;19К1;Гражданский проспект
Константин Мишуров;realtor;https://spb.cian.ru/rent/flat/218841024/;Санкт-Петербург;rent;flat;6;17;1;42.0;666;28000;0;Приморский; Оптиков;52к1;Беговая
Светлана Стекачева;realtor;https://spb.cian.ru/rent/flat/295867476/;Санкт-Петербург;rent;flat;20;24;1;27.0;925;25000;0;Приморский; Плесецкая;10с1;Комендантский проспект
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/278132376/;Санкт-Петербург;rent;flat;5;10;1;33.4;748;25000;0;Колпинский;Октябрьская ;77/27;Московская
Zебра;real_estate_agent;https://spb.cian.ru/rent/flat/252683538/;Санкт-Петербург;rent;flat;10;25;1;36.0;638;23000;0;Приморский;Комендантский проспект;71;Комендантский проспект
СОФИЯ;real_estate_agent;https://spb.cian.ru/rent/flat/295684373/;Санкт-Петербург;rent;flat;2;14;1;36.0;638;23000;0;Невский; Подвойского;40к2;Проспект Большевиков
Ольга Васильевна;realtor;https://spb.cian.ru/rent/flat/295832388/;Санкт-Петербург;rent;flat;5;9;1;32.0;875;28000;0;Выборгский;проспект Просвещения;20/25;Проспект Просвещения
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295374742/;Санкт-Петербург;rent;flat;12;29;1;43.0;581;25000;0;Выборгский; Федора Абрамова;15;Парнас
Вертикаль;real_estate_agent;https://spb.cian.ru/rent/flat/295650991/;Санкт-Петербург;rent;flat;4;9;2;50.0;500;25000;0;Калининский;Пискаревский проспект;10;Выборгская
Ольга      Шадрунова;realtor;https://spb.cian.ru/rent/flat/295855206/;Санкт-Петербург;rent;flat;5;10;1;34.0;676;23000;0;Фрунзенский;Будапештская ;9к2с1;Международная
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295420628/;Санкт-Петербург;rent;flat;10;25;1;38.0;657;25000;0;Красносельский; Маршала Казакова;78к1;Ленинский проспект
Инна Горлова;realtor;https://spb.cian.ru/rent/flat/277546960/;Санкт-Петербург;rent;flat;17;25;1;26.0;961;25000;0;Приморский;аллея Арцеуловская;21;
Дмитрий Луканин;realtor;https://spb.cian.ru/rent/flat/295830368/;Санкт-Петербург;rent;flat;4;9;1;35.0;800;28000;0;Невский;Народная ;73;Ломоносовская
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/rent/flat/295713938/;Санкт-Петербург;rent;flat;9;16;1;27.0;962;26000;0;Калининский;Кондратьевский проспект;64к9;Лесная
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295774153/;Санкт-Петербург;rent;flat;19;20;1;28.0;1000;28000;0;Московский;Варшавская ;19к5;Парк Победы
Жилфонд - Калининский;real_estate_agent;https://spb.cian.ru/rent/flat/292397493/;Санкт-Петербург;rent;flat;1;4;1;24.6;1056;26000;0;Красносельский;проспект Ветеранов;196;Проспект Ветеранов
Панорама;real_estate_agent;https://spb.cian.ru/rent/flat/295736370/;Санкт-Петербург;rent;flat;5;10;1;35.0;800;28000;0;Красносельский; Пограничника Гарькавого;33;Проспект Ветеранов
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295690940/;Санкт-Петербург;rent;flat;15;20;1;25.0;1000;25000;0;Красносельский; Катерников;7;Проспект Ветеранов
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/294963646/;Санкт-Петербург;rent;flat;19;20;1;22.0;1136;25000;0;Выборгский;проезд Толубеевский;8к2;
ЭксперТ;real_estate_agent;https://spb.cian.ru/rent/flat/295208980/;Санкт-Петербург;rent;flat;9;9;1;29.0;862;25000;0;Невский; Дыбенко;17К1;Улица Дыбенко
Павел Климов;realtor;https://spb.cian.ru/rent/flat/295894495/;Санкт-Петербург;rent;flat;2;5;1;32.0;781;25000;0;Московский;Новоизмайловский проспект;24К2;Парк Победы
Ольга Свищева;realtor;https://spb.cian.ru/rent/flat/295834372/;Санкт-Петербург;rent;flat;3;5;1;30.0;833;25000;0;Московский;Варшавская ;43К2;Московская
ID 7181212;realtor;https://spb.cian.ru/rent/flat/295845572/;Санкт-Петербург;rent;flat;7;13;1;33.0;696;23000;0;Красносельский;проспект Ветеранов;175к4;Ленинский проспект
Марина Глазкова;realtor;https://spb.cian.ru/rent/flat/223606417/;Санкт-Петербург;rent;flat;6;19;1;32.0;875;28000;0;Приморский;аллея Поликарпова;6к1;Пионерская
Ринальди;real_estate_agent;https://spb.cian.ru/rent/flat/281330770/;Санкт-Петербург;rent;flat;2;5;1;16.0;1562;25000;0;Центральный;набережная Реки Фонтанки;51-53;Гостиный двор
Илья Юрьевич;realtor;https://spb.cian.ru/rent/flat/294754336/;Санкт-Петербург;rent;flat;9;18;2;36.0;694;25000;0;Красногвардейский;Полюстрово;25к2;Девяткино
Ринальди;real_estate_agent;https://spb.cian.ru/rent/flat/278927169/;Санкт-Петербург;rent;flat;2;4;1;16.0;1562;25000;0;Адмиралтейский;6-я Красноармейская ;15;Технологический институт
Юлия Никифорова;realtor;https://spb.cian.ru/rent/flat/280033215/;Санкт-Петербург;rent;flat;6;22;1;34.1;733;25000;0;Приморский;Комендантский проспект;62;Комендантский проспект
Ринальди;real_estate_agent;https://spb.cian.ru/rent/flat/190745515/;Санкт-Петербург;rent;flat;2;4;1;12.0;2083;25000;0;Адмиралтейский;Лермонтовский проспект;10/53;Технологический институт
Смарт Инновации;real_estate_agent;https://spb.cian.ru/rent/flat/295897942/;Санкт-Петербург;rent;flat;5;16;1;35.0;714;25000;0;Калининский; Брянцева;7к1;Гражданский проспект
Большой Дом;real_estate_agent;https://spb.cian.ru/rent/flat/295842711/;Санкт-Петербург;rent;flat;14;17;1;40.0;650;26000;0;Красносельский; Доблести;28к1;Ленинский проспект
Твой Дом;real_estate_agent;https://spb.cian.ru/rent/flat/295094077/;Санкт-Петербург;rent;flat;6;12;1;33.0;787;26000;0;Красносельский;проспект Ветеранов;171к5;Ленинский проспект
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295748692/;Санкт-Петербург;rent;flat;7;20;1;38.0;657;25000;0;Невский; Архивная;9к3;Улица Дыбенко
Сергей Павлов;realtor;https://spb.cian.ru/rent/flat/295830401/;Санкт-Петербург;rent;flat;4;24;1;34.0;705;24000;0;Красногвардейский;Полюстрово;14к2;Гражданский проспект
Плюс Ипотека;real_estate_agent;https://spb.cian.ru/rent/flat/294774762/;Санкт-Петербург;rent;flat;4;13;1;26.8;932;25000;0;Приморский;проспект Авиаконструкторов;61;
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295754152/;Санкт-Петербург;rent;flat;16;16;1;36.4;686;25000;0;Кировский;Ленинский проспект;127;Ленинский проспект
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/295519027/;Санкт-Петербург;rent;flat;11;15;1;31.0;806;25000;0;Приморский;Мартыновская ;14к1;Комендантский проспект
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/286441381/;Санкт-Петербург;rent;flat;5;25;1;40.0;650;26000;0;Невский; Коллонтай;5/1;Проспект Большевиков
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/293766117/;Санкт-Петербург;rent;flat;17;23;2;53.0;471;25000;0;Красногвардейский; Пейзажная;4к3;Девяткино
Время Инвест;real_estate_agent;https://spb.cian.ru/rent/flat/294872758/;Санкт-Петербург;rent;flat;18;24;1;31.0;806;25000;0;Невский; Русановская;16к3;
Сити-Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/293593601/;Санкт-Петербург;rent;flat;5;14;2;51.0;490;25000;0;Красногвардейский; Передовиков;25;Ладожская
ID 18653508;unknown;https://spb.cian.ru/rent/flat/241912313/;Санкт-Петербург;rent;flat;6;10;1;35.0;714;25000;0;Невский;проспект Большевиков;6К4;Проспект Большевиков
Антон Ливанцов;realtor;https://spb.cian.ru/rent/flat/295897293/;Санкт-Петербург;rent;flat;1;9;1;37.5;640;24000;0;Пушкинский; Ростовская;13-15;Шушары
НЕВАДА-ЦЕНТР;real_estate_agent;https://spb.cian.ru/rent/flat/295834442/;Санкт-Петербург;rent;flat;23;27;1;35.0;742;26000;0;Выборгский;проезд Толубеевский;14к1;Парнас
Петербургский Риэлтор;real_estate_agent;https://spb.cian.ru/rent/flat/280037157/;Санкт-Петербург;rent;flat;10;25;1;32.0;781;25000;0;Приморский; Плесецкая;16;
Самолет Плюс Тосно;real_estate_agent;https://spb.cian.ru/rent/flat/295454522/;Санкт-Петербург;rent;flat;2;9;2;46.0;630;29000;0;Калининский;проспект Мечникова;3;
Ключ;real_estate_agent;https://spb.cian.ru/rent/flat/295832317/;Санкт-Петербург;rent;flat;7;11;1;34.0;735;25000;0;Колпинский; Севастьянова;30к2;Рыбацкое
ИМПЕРИЯ;real_estate_agent;https://spb.cian.ru/rent/flat/295879550/;Санкт-Петербург;rent;flat;6;9;1;30.0;833;25000;0;Калининский;Лужская ;14К1;Гражданский проспект
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295246130/;Санкт-Петербург;rent;flat;7;9;1;34.9;716;25000;0;Невский; Белышева;4Л;Проспект Большевиков
Вертикаль;real_estate_agent;https://spb.cian.ru/rent/flat/295238685/;Санкт-Петербург;rent;flat;8;10;1;32.0;843;27000;0;Выборгский; Есенина;8К1;Озерки
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295677846/;Санкт-Петербург;rent;flat;4;5;1;35.0;714;25000;0;Красносельский; Генерала Кравченко;7к1;Проспект Ветеранов
Soft House Estate;real_estate_agent;https://spb.cian.ru/rent/flat/294563824/;Санкт-Петербург;rent;flat;2;4;1;26.0;961;25000;0;Красносельский; Владимира Пчелинцева;4;Проспект Ветеранов
BE HOME;real_estate_agent;https://spb.cian.ru/rent/flat/295832832/;Санкт-Петербург;rent;flat;1;4;1;14.0;1785;25000;0;Адмиралтейский;Садовая ;101;Балтийская
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/295752237/;Санкт-Петербург;rent;flat;2;6;1;12.7;2125;27000;0;Центральный; Чайковского;40;Чернышевская
Хозяин Сервис;real_estate_agent;https://spb.cian.ru/rent/flat/293290029/;Санкт-Петербург;rent;flat;4;5;3;56.0;517;29000;0;Московский;Штурманская ;34;
Агентство Недвижимости КВАДРАТЫ;real_estate_agent;https://spb.cian.ru/rent/flat/295187990/;Санкт-Петербург;rent;flat;5;5;2;44.0;545;24000;0;Красносельский;шоссе Красносельское;46;Проспект Ветеранов
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295202340/;Санкт-Петербург;rent;flat;7;8;1;25.0;1040;26000;0;Красносельский;проспект Буденного;23к5;Проспект Ветеранов
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/294927739/;Санкт-Петербург;rent;flat;5;9;2;50.5;475;24000;0;Красногвардейский;проспект Металлистов;82;Выборгская
ЭВО;real_estate_agent;https://spb.cian.ru/rent/flat/293254948/;Санкт-Петербург;rent;flat;2;5;1;34.0;735;25000;0;Приморский;проспект Юнтоловский;53к1;Беговая
Лидия Веремеева;realtor;https://spb.cian.ru/rent/flat/291983191/;Санкт-Петербург;rent;flat;2;4;1;20.0;1300;26000;0;Центральный; Некрасова;1/38;Чернышевская
АРИН;real_estate_agent;https://spb.cian.ru/rent/flat/295885179/;Санкт-Петербург;rent;flat;4;9;1;32.0;843;27000;0;Кировский;бульвар Новаторов;116;Проспект Ветеранов
Будь первым;real_estate_agent;https://spb.cian.ru/rent/flat/295740990/;Санкт-Петербург;rent;flat;10;12;1;40.5;641;26000;0;Невский;Шлиссельбургский проспект;8К1;Рыбацкое
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295770918/;Санкт-Петербург;rent;flat;4;5;1;31.0;870;27000;0;Приморский; Академика Шиманского;9;Черная речка
OrangeApartments24;real_estate_agent;https://spb.cian.ru/rent/flat/295831185/;Санкт-Петербург;rent;flat;1;6;1;17.0;1735;29500;0;Адмиралтейский; Союза печатников;17;Балтийская
FLATSTORE;real_estate_agent;https://spb.cian.ru/rent/flat/292827798/;Санкт-Петербург;rent;flat;12;12;3;90.0;277;25000;0;Приморский;Белоостровская ;12;Лесная
Денис Гладких;realtor;https://spb.cian.ru/rent/flat/295880909/;Санкт-Петербург;rent;flat;2;12;1;43.3;577;25000;0;Кировский;Дачный проспект;4К3;Проспект Ветеранов
Дмитрий Герасимов;realtor;https://spb.cian.ru/rent/flat/295013654/;Санкт-Петербург;rent;flat;11;17;1;25.0;1080;27000;0;Красносельский; Адмирала Черокова;20;Проспект Ветеранов
Екатерина Перепечина;realtor;https://spb.cian.ru/rent/flat/295252143/;Санкт-Петербург;rent;flat;2;27;1;39.0;641;25000;0;Калининский;проспект Луначарского;78к5;Гражданский проспект
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295834585/;Санкт-Петербург;rent;flat;9;13;1;27.0;1037;28000;0;Невский;Варфоломеевская ;6;
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/292933985/;Санкт-Петербург;rent;flat;14;20;1;26.0;1153;30000;0;Красносельский; Доблести;7к1;
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295720952/;Санкт-Петербург;rent;flat;3;9;1;36.0;750;27000;0;Московский;проспект Космонавтов;92;Звездная
Las Vegas - офис СПБ;real_estate_agent;https://spb.cian.ru/rent/flat/294674639/;Санкт-Петербург;rent;flat;9;19;1;42.0;714;30000;0;Фрунзенский;Будапештская ;7к1;Международная
RentalSPb;real_estate_agent;https://spb.cian.ru/rent/flat/226630664/;Санкт-Петербург;rent;flat;1;6;1;18.0;1388;25000;0;Василеостровский;Косая линия;24/25;Горный институт
Реал;real_estate_agent;https://spb.cian.ru/rent/flat/294928181/;Санкт-Петербург;rent;flat;18;21;1;30.0;933;28000;0;Выборгский;проспект Просвещения;43;Проспект Просвещения
Федор Белокуров;realtor;https://spb.cian.ru/rent/flat/293250803/;Санкт-Петербург;rent;flat;3;13;-1;28.0;964;27000;0;Невский;Варфоломеевская ;6;Ломоносовская
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/266172822/;Санкт-Петербург;rent;flat;7;14;2;48.0;625;30000;0;Кировский;Ленинский проспект;118;Ленинский проспект
ЭВО;real_estate_agent;https://spb.cian.ru/rent/flat/293568008/;Санкт-Петербург;rent;flat;3;12;1;32.0;812;26000;0;Приморский;проспект Гладышевский;38к3;Беговая
Свой Мир;real_estate_agent;https://spb.cian.ru/rent/flat/295732892/;Санкт-Петербург;rent;flat;13;14;1;32.9;820;27000;0;Приморский;набережная Реки Каменки;17к2;Озерки
Студия 78;real_estate_agent;https://spb.cian.ru/rent/flat/295301434/;Санкт-Петербург;rent;flat;7;8;1;35.0;771;27000;0;Красносельский;проспект Буденного;23к5;Проспект Ветеранов
Антон Ливанцов;realtor;https://spb.cian.ru/rent/flat/295857195/;Санкт-Петербург;rent;flat;1;5;2;42.0;595;25000;0;Пушкинский;Школьная ;53;Купчино
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/290298358/;Санкт-Петербург;rent;flat;9;19;-1;27.0;1111;30000;0;Василеостровский;бульвар Александра Грина;3;Приморская
ПАН;real_estate_agent;https://spb.cian.ru/rent/flat/277990189/;Санкт-Петербург;rent;flat;2;10;1;43.0;697;30000;0;Приморский;проспект Сизова;12к2;Комендантский проспект
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295792393/;Санкт-Петербург;rent;flat;8;11;1;37.0;729;27000;0;Невский;Товарищеский проспект;28К1;Улица Дыбенко
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/295832630/;Санкт-Петербург;rent;flat;10;21;1;34.0;764;26000;0;Красносельский; Маршала Казакова;70к1с1;Автово
Никита Лабецкий;realtor;https://spb.cian.ru/rent/flat/295635850/;Санкт-Петербург;rent;flat;5;16;1;38.6;777;30000;0;Приморский;Богатырский проспект;34К2;Комендантский проспект
Кристина Максименко;realtor;https://spb.cian.ru/rent/flat/295782328/;Санкт-Петербург;rent;flat;3;5;3;44.0;568;25000;0;Кировский; Козлова;45К2;Проспект Ветеранов
Итака;real_estate_agent;https://spb.cian.ru/rent/flat/295731139/;Санкт-Петербург;rent;flat;2;5;2;43.0;697;30000;0;Приморский; Матроса Железняка;55;Черная речка
Экотон;real_estate_agent;https://spb.cian.ru/rent/flat/295433869/;Санкт-Петербург;rent;flat;14;20;1;34.0;794;27000;0;Приморский;Парашютная ;61к1;Комендантский проспект
АЛЕКСАНДР-НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/294765206/;Санкт-Петербург;rent;flat;5;5;2;44.3;564;25000;0;Петродворцовый;Красноармейская ;27;Проспект Ветеранов
Союз;real_estate_agent;https://spb.cian.ru/rent/flat/295367127/;Санкт-Петербург;rent;flat;6;16;1;40.0;750;30000;0;Фрунзенский; Турку;1;Международная
Адвекс;real_estate_agent;https://spb.cian.ru/rent/flat/294138199/;Санкт-Петербург;rent;flat;4;5;1;34.77;776;27000;0;Московский; Струве;6;Московская
СТАТУС;real_estate_agent;https://spb.cian.ru/rent/flat/295112831/;Санкт-Петербург;rent;flat;3;12;-1;25.0;1200;30000;0;Кировский;Автово;5к1;Автово
Андрей Казанцев;realtor;https://spb.cian.ru/rent/flat/295815885/;Санкт-Петербург;rent;flat;6;16;1;50.0;600;30000;0;Калининский; Карпинского;33к1;Академическая
Ирина Лужанская;realtor;https://spb.cian.ru/rent/flat/295897199/;Санкт-Петербург;rent;flat;11;15;1;41.0;609;25000;0;Невский; Антонова-Овсеенко;18;Улица Дыбенко
Нина Вилесова;realtor;https://spb.cian.ru/rent/flat/265072963/;Санкт-Петербург;rent;flat;2;5;2;42.0;714;30000;0;Калининский; Карпинского;38К5;Академическая
Лидия Кавецкая;realtor;https://spb.cian.ru/rent/flat/295086459/;Санкт-Петербург;rent;flat;2;5;2;46.0;652;30000;0;Московский;Витебский проспект;41К3;
Яна Соколова;realtor;https://spb.cian.ru/rent/flat/295298599/;Санкт-Петербург;rent;flat;11;25;1;38.3;783;30000;0;Невский; Коллонтай;5/1;Проспект Большевиков
Андрей Казанцев;realtor;https://spb.cian.ru/rent/flat/295817912/;Санкт-Петербург;rent;flat;6;18;1;45.0;666;30000;0;Невский;проспект Солидарности;21к3;Улица Дыбенко
Светлана Кадетова;realtor;https://spb.cian.ru/rent/flat/284052436/;Санкт-Петербург;rent;flat;7;20;-1;29.0;1034;30000;0;Московский;5-й Предпортовый проезд;2;Московская
Ирина Ильина;realtor;https://spb.cian.ru/rent/flat/293274122/;Санкт-Петербург;rent;flat;6;9;1;42.3;709;30000;0;Фрунзенский; Белы Куна;8;Международная
Екатерина Стрелкова;realtor;https://spb.cian.ru/rent/flat/295836267/;Санкт-Петербург;rent;flat;16;23;1;34.0;735;25000;0;Калининский;Пискарёвка;7к3;Лесная
Андрей Новоселов;realtor;https://spb.cian.ru/rent/flat/295696837/;Санкт-Петербург;rent;flat;3;3;1;26.0;1153;30000;0;Адмиралтейский;набережная Канала Грибоедова;172;Нарвская
Ринальди;real_estate_agent;https://spb.cian.ru/rent/flat/295145809/;Санкт-Петербург;rent;flat;2;6;1;16.0;1687;27000;0;Адмиралтейский;6-я Красноармейская ;15;Технологический институт
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/295244131/;Санкт-Петербург;rent;flat;2;19;1;34.0;794;27000;0;Выборгский; Тихоокеанская;1к2;Проспект Просвещения
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/294730677/;Санкт-Петербург;rent;flat;3;13;-1;19.0;1421;27000;0;Приморский; Матроса Железняка;2;Черная речка
Светлана Стекачева;realtor;https://spb.cian.ru/rent/flat/295699811/;Санкт-Петербург;rent;flat;4;25;1;37.0;756;27999;0;Приморский;Парашютная ;65;Комендантский проспект
Дом мечты;real_estate_agent;https://spb.cian.ru/rent/flat/275334876/;Санкт-Петербург;rent;flat;22;25;1;26.0;1096;28500;0;Приморский;Яхтенная ;34;Комендантский проспект
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295465447/;Санкт-Петербург;rent;flat;3;3;1;37.0;756;28000;0;Центральный; Черняховского;3;Обводный канал
Петербургская Недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295128272/;Санкт-Петербург;rent;flat;25;25;1;34.0;823;28000;0;Калининский;Учительская ;18к1;Гражданский проспект
Валерий Боровков;realtor;https://spb.cian.ru/rent/flat/295856831/;Санкт-Петербург;rent;flat;7;14;1;37.0;756;28000;0;Выборгский; Композиторов;19;Проспект Просвещения
АРИН;real_estate_agent;https://spb.cian.ru/rent/flat/295685852/;Санкт-Петербург;rent;flat;7;9;1;34.0;794;27000;0;Московский;проспект Космонавтов;92;Звездная
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295756944/;Санкт-Петербург;rent;flat;16;17;1;39.2;714;28000;0;Приморский;Яхтенная ;31;
Самолет Плюс Санкт-Петербург Приморский;real_estate_agent;https://spb.cian.ru/rent/flat/295716134/;Санкт-Петербург;rent;flat;4;5;1;31.0;1000;31000;0;Невский; Ольминского;14;
МАКРОМИР НЕДВИЖИМОСТЬ;real_estate_agent;https://spb.cian.ru/rent/flat/295687401/;Санкт-Петербург;rent;flat;2;19;1;36.0;777;28000;0;Московский;5-й Предпортовый проезд;10к1;Московская
АЛЕФ-недвижимость;real_estate_agent;https://spb.cian.ru/rent/flat/295886669/;Санкт-Петербург;rent;flat;5;14;1;40.0;675;27000;0;Невский;проспект Большевиков;43к1;Улица Дыбенко
Веста-Н;real_estate_agent;https://spb.cian.ru/rent/flat/295672741/;Санкт-Петербург;rent;flat;16;16;1;25.0;1120;28000;0;Кировский; Маршала Говорова;12к1;Кировский завод
ЮСОН;real_estate_agent;https://spb.cian.ru/rent/flat/271586456/;Санкт-Петербург;rent;flat;11;14;2;55.0;472;26000;0;Красносельский; Тамбасова;21к2;Проспект Ветеранов
